"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C02_001E","S1602_C02_001M","S1602_C03_001E","S1602_C03_001M","S1602_C04_001E","S1602_C04_001M","S1602_C01_002E","S1602_C01_002M","S1602_C02_002E","S1602_C02_002M","S1602_C03_002E","S1602_C03_002M","S1602_C04_002E","S1602_C04_002M","S1602_C01_003E","S1602_C01_003M","S1602_C02_003E","S1602_C02_003M","S1602_C03_003E","S1602_C03_003M","S1602_C04_003E","S1602_C04_003M","S1602_C01_004E","S1602_C01_004M","S1602_C02_004E","S1602_C02_004M","S1602_C03_004E","S1602_C03_004M","S1602_C04_004E","S1602_C04_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_005E","S1602_C02_005M","S1602_C03_005E","S1602_C03_005M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total MOE!!All households","Estimate!!Percent!!All households","Margin of Error!!Percent MOE!!All households","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households MOE!!All households","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households MOE!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total MOE!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent MOE!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households MOE!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households MOE!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total MOE!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent MOE!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households MOE!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households MOE!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total MOE!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent MOE!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households MOE!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households MOE!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total MOE!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent MOE!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households MOE!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households MOE!!All households!!Households speaking --!!Other languages"
"1400000US34007600200","Census Tract 6002, Camden County, New Jersey","674","68","(X)","(X)","49","28","7.3","4.1","239","75","35.5","8.8","42","30","17.6","13.2","7","10","1.0","1.5","7","10","100.0","100.0","0","12","0.0","4.7","0","12","-","**","0","12","0.0","4.7","0","12","-","**"
"1400000US34007600400","Census Tract 6004, Camden County, New Jersey","914","156","(X)","(X)","97","67","10.6","6.9","310","97","33.9","8.1","97","67","31.3","20.3","16","26","1.8","3.0","0","12","0.0","74.1","16","25","1.8","2.7","0","12","0.0","74.1","0","12","0.0","3.5","0","12","-","**"
"1400000US34007600700","Census Tract 6007, Camden County, New Jersey","458","69","(X)","(X)","56","34","12.2","7.0","299","61","65.3","8.8","56","34","18.7","10.4","0","12","0.0","6.8","0","12","-","**","0","12","0.0","6.8","0","12","-","**","0","12","0.0","6.8","0","12","-","**"
"1400000US34007600800","Census Tract 6008, Camden County, New Jersey","1712","168","(X)","(X)","391","135","22.8","7.6","1048","167","61.2","7.3","391","135","37.3","11.6","0","17","0.0","1.9","0","17","-","**","0","17","0.0","1.9","0","17","-","**","0","17","0.0","1.9","0","17","-","**"
"1400000US34007600900","Census Tract 6009, Camden County, New Jersey","1278","111","(X)","(X)","196","100","15.3","7.8","727","121","56.9","8.0","196","100","27.0","12.7","0","12","0.0","2.5","0","12","-","**","26","37","2.0","2.9","0","12","0.0","58.2","0","12","0.0","2.5","0","12","-","**"
"1400000US34007601000","Census Tract 6010, Camden County, New Jersey","1789","122","(X)","(X)","348","138","19.5","7.6","1207","148","67.5","7.6","348","138","28.8","10.2","0","17","0.0","1.8","0","17","-","**","6","11","0.3","0.6","0","17","0.0","100.0","0","17","0.0","1.8","0","17","-","**"
"1400000US34007601101","Census Tract 6011.01, Camden County, New Jersey","838","104","(X)","(X)","233","86","27.8","10.4","600","99","71.6","7.1","213","82","35.5","14.1","0","12","0.0","3.8","0","12","-","**","36","34","4.3","3.9","20","25","55.6","47.6","0","12","0.0","3.8","0","12","-","**"
"1400000US34007601102","Census Tract 6011.02, Camden County, New Jersey","1592","127","(X)","(X)","456","116","28.6","7.1","889","129","55.8","6.3","355","115","39.9","11.6","20","32","1.3","2.0","0","17","0.0","66.3","185","81","11.6","5.3","101","57","54.6","24.8","0","17","0.0","2.0","0","17","-","**"
"1400000US34007601200","Census Tract 6012, Camden County, New Jersey","1953","152","(X)","(X)","368","144","18.8","7.3","998","189","51.1","8.2","276","118","27.7","10.5","45","52","2.3","2.7","45","52","100.0","44.2","43","49","2.2","2.5","32","45","74.4","48.5","57","70","2.9","3.6","15","24","26.3","53.9"
"1400000US34007601300","Census Tract 6013, Camden County, New Jersey","1545","146","(X)","(X)","469","158","30.4","9.7","844","167","54.6","9.2","456","157","54.0","14.1","0","12","0.0","2.1","0","12","-","**","46","41","3.0","2.7","13","21","28.3","41.4","0","12","0.0","2.1","0","12","-","**"
"1400000US34007601400","Census Tract 6014, Camden County, New Jersey","1608","145","(X)","(X)","126","85","7.8","5.2","329","116","20.5","6.9","114","84","34.7","25.0","25","29","1.6","1.8","12","21","48.0","52.0","26","31","1.6","2.0","0","12","0.0","58.2","16","26","1.0","1.6","0","12","0.0","74.1"
"1400000US34007601500","Census Tract 6015, Camden County, New Jersey","2126","190","(X)","(X)","259","142","12.2","6.9","728","187","34.2","8.3","259","142","35.6","17.7","0","12","0.0","1.5","0","12","-","**","0","12","0.0","1.5","0","12","-","**","74","84","3.5","4.0","0","12","0.0","33.8"
"1400000US34007601600","Census Tract 6016, Camden County, New Jersey","963","78","(X)","(X)","113","67","11.7","7.1","185","67","19.2","7.2","113","67","61.1","22.4","25","41","2.6","4.2","0","12","0.0","59.3","0","12","0.0","3.3","0","12","-","**","0","12","0.0","3.3","0","12","-","**"
"1400000US34007601700","Census Tract 6017, Camden County, New Jersey","1308","109","(X)","(X)","108","55","8.3","4.3","379","120","29.0","8.8","108","55","28.5","13.4","0","12","0.0","2.5","0","12","-","**","0","12","0.0","2.5","0","12","-","**","0","12","0.0","2.5","0","12","-","**"
"1400000US34007601800","Census Tract 6018, Camden County, New Jersey","445","84","(X)","(X)","27","27","6.1","6.1","152","56","34.2","11.8","19","25","12.5","15.0","4","11","0.9","2.4","0","12","0.0","100.0","8","16","1.8","3.6","8","16","100.0","100.0","0","12","0.0","7.0","0","12","-","**"
"1400000US34007601900","Census Tract 6019, Camden County, New Jersey","1051","111","(X)","(X)","83","55","7.9","5.2","310","112","29.5","9.7","83","55","26.8","17.3","0","12","0.0","3.0","0","12","-","**","0","12","0.0","3.0","0","12","-","**","0","12","0.0","3.0","0","12","-","**"
"1400000US34007602000","Census Tract 6020, Camden County, New Jersey","2266","223","(X)","(X)","170","74","7.5","3.3","640","166","28.2","7.1","170","74","26.6","11.9","24","41","1.1","1.8","0","17","0.0","60.5","0","17","0.0","1.4","0","17","-","**","0","17","0.0","1.4","0","17","-","**"
"1400000US34007602503","Census Tract 6025.03, Camden County, New Jersey","763","78","(X)","(X)","103","66","13.5","8.2","236","86","30.9","9.6","92","65","39.0","22.8","34","28","4.5","3.7","6","9","17.6","34.2","28","19","3.7","2.6","5","7","17.9","26.2","0","12","0.0","4.2","0","12","-","**"
"1400000US34007602601","Census Tract 6026.01, Camden County, New Jersey","912","72","(X)","(X)","70","45","7.7","5.1","199","48","21.8","5.2","45","34","22.6","14.2","17","19","1.9","2.0","6","9","35.3","37.2","100","29","11.0","3.1","19","21","19.0","22.0","0","12","0.0","3.5","0","12","-","**"
"1400000US34007602602","Census Tract 6026.02, Camden County, New Jersey","1046","66","(X)","(X)","168","97","16.1","9.1","347","127","33.2","11.7","149","90","42.9","17.9","52","49","5.0","4.6","0","12","0.0","41.1","90","26","8.6","2.5","19","26","21.1","29.1","0","12","0.0","3.1","0","12","-","**"
"1400000US34007602901","Census Tract 6029.01, Camden County, New Jersey","1842","95","(X)","(X)","44","32","2.4","1.7","341","81","18.5","4.3","33","29","9.7","8.4","62","41","3.4","2.2","11","16","17.7","22.7","7","11","0.4","0.6","0","12","0.0","100.0","0","12","0.0","1.7","0","12","-","**"
"1400000US34007602902","Census Tract 6029.02, Camden County, New Jersey","1182","95","(X)","(X)","83","59","7.0","5.0","261","105","22.1","8.6","83","59","31.8","20.8","60","54","5.1","4.5","0","12","0.0","38.3","21","26","1.8","2.2","0","12","0.0","64.7","24","25","2.0","2.2","0","12","0.0","60.5"
"1400000US34007603001","Census Tract 6030.01, Camden County, New Jersey","1375","63","(X)","(X)","0","12","0.0","2.3","229","56","16.7","4.0","0","12","0.0","13.2","35","32","2.5","2.3","0","12","0.0","50.1","37","36","2.7","2.6","0","12","0.0","48.8","19","20","1.4","1.4","0","12","0.0","68.0"
"1400000US34007603002","Census Tract 6030.02, Camden County, New Jersey","1463","107","(X)","(X)","81","57","5.5","3.9","608","117","41.6","6.6","30","34","4.9","5.6","22","26","1.5","1.8","0","12","0.0","63.2","87","55","5.9","3.8","51","41","58.6","30.1","0","12","0.0","2.2","0","12","-","**"
"1400000US34007603100","Census Tract 6031, Camden County, New Jersey","1479","140","(X)","(X)","19","25","1.3","1.7","190","67","12.8","4.6","19","25","10.0","16.1","41","27","2.8","1.8","0","12","0.0","46.3","35","39","2.4","2.7","0","12","0.0","50.1","5","10","0.3","0.6","0","12","0.0","100.0"
"1400000US34007603200","Census Tract 6032, Camden County, New Jersey","2509","191","(X)","(X)","78","57","3.1","2.3","210","73","8.4","2.9","34","38","16.2","17.4","225","88","9.0","3.5","33","39","14.7","16.4","45","41","1.8","1.7","11","18","24.4","39.2","39","49","1.6","2.0","0","17","0.0","47.5"
"1400000US34007603301","Census Tract 6033.01, Camden County, New Jersey","2056","149","(X)","(X)","135","92","6.6","4.5","161","75","7.8","3.5","0","17","0.0","18.2","139","85","6.8","4.1","89","78","64.0","33.3","296","97","14.4","4.6","46","43","15.5","15.0","39","46","1.9","2.3","0","17","0.0","47.5"
"1400000US34007603302","Census Tract 6033.02, Camden County, New Jersey","2230","122","(X)","(X)","216","118","9.7","5.3","110","97","4.9","4.3","67","86","60.9","42.1","179","91","8.0","4.1","67","46","37.4","26.6","195","81","8.7","3.6","82","92","42.1","35.8","0","17","0.0","1.4","0","17","-","**"
"1400000US34007603303","Census Tract 6033.03, Camden County, New Jersey","1311","116","(X)","(X)","141","69","10.8","5.2","80","69","6.1","5.1","9","14","11.3","22.6","169","69","12.9","5.1","83","47","49.1","21.2","124","53","9.5","3.9","49","45","39.5","38.5","10","14","0.8","1.1","0","12","0.0","93.8"
"1400000US34007603400","Census Tract 6034, Camden County, New Jersey","2809","104","(X)","(X)","109","74","3.9","2.6","280","150","10.0","5.3","0","17","0.0","10.9","296","115","10.5","4.1","37","43","12.5","15.5","294","73","10.5","2.6","72","63","24.5","19.2","114","84","4.1","3.0","0","17","0.0","24.4"
"1400000US34007603501","Census Tract 6035.01, Camden County, New Jersey","2333","145","(X)","(X)","62","47","2.7","2.0","48","45","2.1","1.9","0","17","0.0","42.8","179","95","7.7","4.0","15","24","8.4","12.8","315","114","13.5","5.0","47","47","14.9","14.7","8","16","0.3","0.7","0","17","0.0","100.0"
"1400000US34007603503","Census Tract 6035.03, Camden County, New Jersey","1606","53","(X)","(X)","54","45","3.4","2.8","18","20","1.1","1.2","0","12","0.0","69.9","103","49","6.4","3.0","9","14","8.7","13.5","152","56","9.5","3.4","45","41","29.6","22.5","56","46","3.5","2.9","0","12","0.0","39.6"
"1400000US34007603504","Census Tract 6035.04, Camden County, New Jersey","918","47","(X)","(X)","57","28","6.2","3.1","30","19","3.3","2.0","0","12","0.0","54.1","110","35","12.0","3.8","15","16","13.6","14.8","87","31","9.5","3.3","32","21","36.8","23.2","43","23","4.7","2.5","10","11","23.3","23.5"
"1400000US34007603505","Census Tract 6035.05, Camden County, New Jersey","1150","52","(X)","(X)","6","15","0.5","1.3","52","42","4.5","3.6","0","12","0.0","41.1","86","47","7.5","4.1","0","12","0.0","30.5","89","31","7.7","2.8","6","15","6.7","16.2","0","12","0.0","2.8","0","12","-","**"
"1400000US34007603506","Census Tract 6035.06, Camden County, New Jersey","2105","78","(X)","(X)","98","69","4.7","3.2","73","59","3.5","2.8","0","17","0.0","34.1","141","83","6.7","3.9","31","49","22.0","29.7","307","91","14.6","4.3","52","44","16.9","13.6","55","46","2.6","2.2","15","22","27.3","39.8"
"1400000US34007603507","Census Tract 6035.07, Camden County, New Jersey","2690","107","(X)","(X)","171","88","6.4","3.3","127","81","4.7","3.0","16","27","12.6","26.8","217","96","8.1","3.6","15","24","6.9","11.3","283","98","10.5","3.7","128","75","45.2","21.1","44","35","1.6","1.3","12","20","27.3","42.8"
"1400000US34007603601","Census Tract 6036.01, Camden County, New Jersey","1403","64","(X)","(X)","8","13","0.6","0.9","49","50","3.5","3.5","0","12","0.0","42.4","107","55","7.6","3.9","0","12","0.0","25.7","67","45","4.8","3.2","8","13","11.9","17.4","38","40","2.7","2.8","0","12","0.0","48.1"
"1400000US34007603602","Census Tract 6036.02, Camden County, New Jersey","840","48","(X)","(X)","5","8","0.6","1.0","35","30","4.2","3.5","0","12","0.0","50.1","36","25","4.3","3.0","5","8","13.9","23.3","14","12","1.7","1.5","0","12","0.0","79.3","14","22","1.7","2.7","0","12","0.0","79.3"
"1400000US34007603603","Census Tract 6036.03, Camden County, New Jersey","819","44","(X)","(X)","20","15","2.4","1.8","26","21","3.2","2.5","0","12","0.0","58.2","27","19","3.3","2.3","15","13","55.6","34.7","46","27","5.6","3.3","5","7","10.9","14.6","0","12","0.0","3.9","0","12","-","**"
"1400000US34007603700","Census Tract 6037, Camden County, New Jersey","1512","40","(X)","(X)","6","10","0.4","0.7","122","31","8.1","2.1","0","12","0.0","23.1","106","58","7.0","3.8","0","12","0.0","25.9","43","30","2.8","2.0","6","10","14.0","23.9","35","53","2.3","3.5","0","12","0.0","50.1"
"1400000US34007603800","Census Tract 6038, Camden County, New Jersey","1820","89","(X)","(X)","36","31","2.0","1.7","40","30","2.2","1.6","0","17","0.0","46.9","125","61","6.9","3.3","30","29","24.0","21.6","13","16","0.7","0.9","6","11","46.2","53.8","0","17","0.0","1.8","0","17","-","**"
"1400000US34007603901","Census Tract 6039.01, Camden County, New Jersey","2150","104","(X)","(X)","0","17","0.0","1.5","105","87","4.9","4.0","0","17","0.0","26.1","30","36","1.4","1.6","0","17","0.0","54.1","0","17","0.0","1.5","0","17","-","**","0","17","0.0","1.5","0","17","-","**"
"1400000US34007603902","Census Tract 6039.02, Camden County, New Jersey","1297","99","(X)","(X)","19","25","1.5","2.0","47","44","3.6","3.4","0","12","0.0","43.3","30","27","2.3","2.1","0","12","0.0","54.1","19","25","1.5","2.0","19","25","100.0","68.0","0","12","0.0","2.5","0","12","-","**"
"1400000US34007604100","Census Tract 6041, Camden County, New Jersey","790","55","(X)","(X)","109","46","13.8","6.0","295","44","37.3","6.2","88","47","29.8","14.1","16","17","2.0","2.1","0","12","0.0","74.1","62","15","7.8","2.0","9","13","14.5","21.2","18","17","2.3","2.2","12","15","66.7","42.1"
"1400000US34007604200","Census Tract 6042, Camden County, New Jersey","1330","111","(X)","(X)","0","12","0.0","2.4","84","45","6.3","3.4","0","12","0.0","31.0","30","45","2.3","3.4","0","12","0.0","54.1","18","24","1.4","1.8","0","12","0.0","69.9","22","24","1.7","1.8","0","12","0.0","63.2"
"1400000US34007604300","Census Tract 6043, Camden County, New Jersey","1633","119","(X)","(X)","0","12","0.0","2.0","40","32","2.4","1.9","0","12","0.0","46.9","90","57","5.5","3.4","0","12","0.0","29.4","17","20","1.0","1.2","0","12","0.0","71.9","17","24","1.0","1.5","0","12","0.0","71.9"
"1400000US34007604400","Census Tract 6044, Camden County, New Jersey","1300","81","(X)","(X)","6","10","0.5","0.8","47","44","3.6","3.4","0","12","0.0","43.3","49","38","3.8","2.9","0","12","0.0","42.4","84","63","6.5","4.9","6","10","7.1","14.2","0","12","0.0","2.5","0","12","-","**"
"1400000US34007604600","Census Tract 6046, Camden County, New Jersey","924","57","(X)","(X)","6","8","0.6","0.9","66","44","7.1","4.7","0","12","0.0","36.3","17","15","1.8","1.6","0","12","0.0","71.9","39","23","4.2","2.4","6","8","15.4","20.6","7","11","0.8","1.1","0","12","0.0","100.0"
"1400000US34007604700","Census Tract 6047, Camden County, New Jersey","745","48","(X)","(X)","0","12","0.0","4.3","21","18","2.8","2.4","0","12","0.0","64.7","33","22","4.4","3.0","0","12","0.0","51.6","17","12","2.3","1.6","0","12","0.0","71.9","0","12","0.0","4.3","0","12","-","**"
"1400000US34007605100","Census Tract 6051, Camden County, New Jersey","842","78","(X)","(X)","19","17","2.3","2.0","44","31","5.2","3.6","13","14","29.5","27.7","30","26","3.6","3.1","0","12","0.0","54.1","10","11","1.2","1.3","6","9","60.0","55.2","40","32","4.8","3.9","0","12","0.0","46.9"
"1400000US34007605200","Census Tract 6052, Camden County, New Jersey","977","105","(X)","(X)","36","57","3.7","5.7","70","64","7.2","6.3","36","57","51.4","51.4","0","12","0.0","3.3","0","12","-","**","18","22","1.8","2.2","0","12","0.0","69.9","0","12","0.0","3.3","0","12","-","**"
"1400000US34007605300","Census Tract 6053, Camden County, New Jersey","698","47","(X)","(X)","22","18","3.2","2.6","22","10","3.2","1.5","4","5","18.2","21.5","47","25","6.7","3.5","18","18","38.3","31.2","0","12","0.0","4.5","0","12","-","**","5","5","0.7","0.8","0","12","0.0","100.0"
"1400000US34007605400","Census Tract 6054, Camden County, New Jersey","1045","94","(X)","(X)","0","12","0.0","3.1","0","12","0.0","3.1","0","12","-","**","23","27","2.2","2.6","0","12","0.0","61.8","0","12","0.0","3.1","0","12","-","**","0","12","0.0","3.1","0","12","-","**"
"1400000US34007605602","Census Tract 6056.02, Camden County, New Jersey","1079","58","(X)","(X)","12","20","1.1","1.9","29","27","2.7","2.5","12","20","41.4","50.9","66","53","6.1","4.9","0","12","0.0","36.3","0","12","0.0","3.0","0","12","-","**","0","12","0.0","3.0","0","12","-","**"
"1400000US34007605700","Census Tract 6057, Camden County, New Jersey","1390","75","(X)","(X)","0","12","0.0","2.3","0","12","0.0","2.3","0","12","-","**","27","25","1.9","1.8","0","12","0.0","57.1","0","12","0.0","2.3","0","12","-","**","0","12","0.0","2.3","0","12","-","**"
"1400000US34007605800","Census Tract 6058, Camden County, New Jersey","1119","59","(X)","(X)","30","28","2.7","2.5","29","44","2.6","3.9","0","12","0.0","55.1","45","27","4.0","2.4","17","19","37.8","38.0","23","25","2.1","2.3","13","21","56.5","56.5","0","12","0.0","2.9","0","12","-","**"
"1400000US34007605900","Census Tract 6059, Camden County, New Jersey","1001","45","(X)","(X)","9","13","0.9","1.4","39","36","3.9","3.6","0","12","0.0","47.5","6","9","0.6","0.9","0","12","0.0","100.0","12","14","1.2","1.4","9","13","75.0","47.9","0","12","0.0","3.2","0","12","-","**"
"1400000US34007606000","Census Tract 6060, Camden County, New Jersey","849","55","(X)","(X)","20","16","2.4","1.9","5","8","0.6","0.9","0","12","0.0","100.0","32","19","3.8","2.2","17","15","53.1","39.8","3","6","0.4","0.6","3","6","100.0","100.0","10","15","1.2","1.8","0","12","0.0","93.8"
"1400000US34007606100","Census Tract 6061, Camden County, New Jersey","779","48","(X)","(X)","0","12","0.0","4.1","6","11","0.8","1.3","0","12","0.0","100.0","62","31","8.0","4.0","0","12","0.0","37.6","23","16","3.0","2.0","0","12","0.0","61.8","4","6","0.5","0.8","0","12","0.0","100.0"
"1400000US34007606200","Census Tract 6062, Camden County, New Jersey","1433","70","(X)","(X)","0","12","0.0","2.2","17","21","1.2","1.5","0","12","0.0","71.9","22","19","1.5","1.3","0","12","0.0","63.2","23","24","1.6","1.7","0","12","0.0","61.8","0","12","0.0","2.2","0","12","-","**"
"1400000US34007606300","Census Tract 6063, Camden County, New Jersey","940","36","(X)","(X)","4","7","0.4","0.8","16","13","1.7","1.4","0","12","0.0","74.1","16","14","1.7","1.4","0","12","0.0","74.1","4","7","0.4","0.8","4","7","100.0","100.0","13","19","1.4","2.0","0","12","0.0","82.3"
"1400000US34007606400","Census Tract 6064, Camden County, New Jersey","1050","63","(X)","(X)","10","16","1.0","1.5","13","14","1.2","1.4","0","12","0.0","82.3","43","27","4.1","2.5","10","16","23.3","41.1","8","12","0.8","1.2","0","12","0.0","100.0","0","12","0.0","3.0","0","12","-","**"
"1400000US34007606500","Census Tract 6065, Camden County, New Jersey","1087","110","(X)","(X)","11","13","1.0","1.2","62","36","5.7","3.5","3","6","4.8","10.3","10","12","0.9","1.1","4","8","40.0","59.8","13","14","1.2","1.2","4","7","30.8","42.0","8","13","0.7","1.1","0","12","0.0","100.0"
"1400000US34007606600","Census Tract 6066, Camden County, New Jersey","975","45","(X)","(X)","24","27","2.5","2.7","34","32","3.5","3.2","14","22","41.2","48.9","7","13","0.7","1.3","0","12","0.0","100.0","21","23","2.2","2.4","10","16","47.6","52.4","14","22","1.4","2.2","0","12","0.0","79.3"
"1400000US34007606700","Census Tract 6067, Camden County, New Jersey","1800","127","(X)","(X)","98","101","5.4","5.5","123","106","6.8","5.9","90","100","73.2","38.0","95","58","5.3","3.3","8","13","8.4","15.4","0","12","0.0","1.8","0","12","-","**","0","12","0.0","1.8","0","12","-","**"
"1400000US34007606800","Census Tract 6068, Camden County, New Jersey","1349","89","(X)","(X)","63","54","4.7","4.0","65","40","4.8","3.0","0","12","0.0","36.7","174","59","12.9","4.2","63","54","36.2","28.7","6","13","0.4","1.0","0","12","0.0","100.0","0","12","0.0","2.4","0","12","-","**"
"1400000US34007607000","Census Tract 6070, Camden County, New Jersey","1790","119","(X)","(X)","270","120","15.1","6.7","170","90","9.5","5.0","110","79","64.7","24.4","106","72","5.9","4.0","88","70","83.0","24.3","22","26","1.2","1.5","15","23","68.2","55.4","57","62","3.2","3.5","57","62","100.0","39.3"
"1400000US34007607100","Census Tract 6071, Camden County, New Jersey","1404","69","(X)","(X)","0","12","0.0","2.3","90","66","6.4","4.7","0","12","0.0","29.4","68","51","4.8","3.7","0","12","0.0","35.7","18","24","1.3","1.7","0","12","0.0","69.9","0","12","0.0","2.3","0","12","-","**"
"1400000US34007607200","Census Tract 6072, Camden County, New Jersey","1786","109","(X)","(X)","70","72","3.9","4.1","182","89","10.2","5.1","45","61","24.7","27.1","78","56","4.4","3.2","25","41","32.1","41.0","18","27","1.0","1.5","0","12","0.0","69.9","0","12","0.0","1.8","0","12","-","**"
"1400000US34007607300","Census Tract 6073, Camden County, New Jersey","1656","92","(X)","(X)","16","19","1.0","1.1","132","71","8.0","4.2","8","12","6.1","9.8","33","27","2.0","1.7","0","12","0.0","51.6","15","13","0.9","0.8","8","13","53.3","53.3","0","12","0.0","1.9","0","12","-","**"
"1400000US34007607401","Census Tract 6074.01, Camden County, New Jersey","1119","75","(X)","(X)","13","20","1.2","1.8","56","42","5.0","3.8","0","12","0.0","39.6","20","23","1.8","2.0","0","12","0.0","66.3","37","34","3.3","3.0","13","20","35.1","42.9","5","9","0.4","0.8","0","12","0.0","100.0"
"1400000US34007607402","Census Tract 6074.02, Camden County, New Jersey","1027","73","(X)","(X)","12","12","1.2","1.2","119","61","11.6","6.1","6","9","5.0","7.3","28","23","2.7","2.2","6","9","21.4","28.6","10","12","1.0","1.1","0","12","0.0","93.8","6","10","0.6","0.9","0","12","0.0","100.0"
"1400000US34007607502","Census Tract 6075.02, Camden County, New Jersey","2104","149","(X)","(X)","49","49","2.3","2.3","96","76","4.6","3.6","20","31","20.8","32.9","154","86","7.3","4.0","0","17","0.0","18.9","136","61","6.5","2.9","29","37","21.3","23.9","66","84","3.1","4.0","0","17","0.0","36.3"
"1400000US34007607503","Census Tract 6075.03, Camden County, New Jersey","2145","125","(X)","(X)","128","83","6.0","3.8","43","37","2.0","1.7","0","17","0.0","45.2","338","110","15.8","5.1","67","62","19.8","16.0","112","69","5.2","3.2","61","55","54.5","39.8","80","106","3.7","4.9","0","17","0.0","32.1"
"1400000US34007607504","Census Tract 6075.04, Camden County, New Jersey","1135","62","(X)","(X)","13","14","1.1","1.2","60","41","5.3","3.6","6","10","10.0","17.4","83","40","7.3","3.5","0","12","0.0","31.3","82","37","7.2","3.2","7","11","8.5","12.7","52","46","4.6","4.1","0","12","0.0","41.1"
"1400000US34007607505","Census Tract 6075.05, Camden County, New Jersey","1379","83","(X)","(X)","45","32","3.3","2.4","30","23","2.2","1.7","0","12","0.0","54.1","199","64","14.4","4.7","26","27","13.1","14.1","98","51","7.1","3.7","19","29","19.4","24.9","27","27","2.0","2.0","0","12","0.0","57.1"
"1400000US34007607506","Census Tract 6075.06, Camden County, New Jersey","1306","90","(X)","(X)","56","44","4.3","3.4","118","80","9.0","6.0","23","36","19.5","27.2","208","86","15.9","6.5","8","11","3.8","5.4","180","74","13.8","5.7","25","23","13.9","11.3","46","41","3.5","3.2","0","12","0.0","43.7"
"1400000US34007607507","Census Tract 6075.07, Camden County, New Jersey","2807","212","(X)","(X)","419","148","14.9","5.0","140","87","5.0","3.1","39","47","27.9","27.8","139","89","5.0","3.2","37","59","26.6","36.1","536","167","19.1","5.6","343","136","64.0","14.7","37","45","1.3","1.6","0","17","0.0","48.8"
"1400000US34007607600","Census Tract 6076, Camden County, New Jersey","769","36","(X)","(X)","0","12","0.0","4.1","27","19","3.5","2.4","0","12","0.0","57.1","22","14","2.9","1.8","0","12","0.0","63.2","5","6","0.7","0.8","0","12","0.0","100.0","4","5","0.5","0.6","0","12","0.0","100.0"
"1400000US34007607701","Census Tract 6077.01, Camden County, New Jersey","2368","202","(X)","(X)","429","213","18.1","8.6","845","198","35.7","7.7","429","213","50.8","21.6","101","75","4.3","3.1","0","17","0.0","26.9","0","17","0.0","1.4","0","17","-","**","94","93","4.0","3.8","0","17","0.0","28.5"
"1400000US34007607702","Census Tract 6077.02, Camden County, New Jersey","1633","132","(X)","(X)","107","71","6.6","4.3","237","77","14.5","4.6","107","71","45.1","26.7","90","57","5.5","3.5","0","12","0.0","29.4","0","12","0.0","2.0","0","12","-","**","11","19","0.7","1.1","0","12","0.0","89.4"
