,Id2,Id,name,totalPop,under5yr,under18yr,over65yr
748,18103,0500000US18103,"Miami County, Indiana",35567,1844,7490,6289
749,18105,0500000US18105,"Monroe County, Indiana",146917,6468,22966,19249
750,18107,0500000US18107,"Montgomery County, Indiana",38346,2250,8783,6874
751,18109,0500000US18109,"Morgan County, Indiana",70116,4001,15846,11874
752,18111,0500000US18111,"Newton County, Indiana",14011,749,2954,2728
753,18113,0500000US18113,"Noble County, Indiana",47532,3069,11604,7625
754,18115,0500000US18115,"Ohio County, Indiana",5844,267,1111,1291
755,18117,0500000US18117,"Orange County, Indiana",19489,1155,4425,3808
756,18119,0500000US18119,"Owen County, Indiana",20845,1088,4393,4019
757,18121,0500000US18121,"Parke County, Indiana",16927,1020,3647,3281
758,18123,0500000US18123,"Perry County, Indiana",19102,1032,4013,3590
759,18125,0500000US18125,"Pike County, Indiana",12410,720,2728,2487
760,18127,0500000US18127,"Porter County, Indiana",169594,9232,37424,27803
761,18129,0500000US18129,"Posey County, Indiana",25540,1391,5627,4799
762,18131,0500000US18131,"Pulaski County, Indiana",12469,658,2779,2443
763,18133,0500000US18133,"Putnam County, Indiana",37779,1942,7400,6263
764,18135,0500000US18135,"Randolph County, Indiana",24851,1464,5658,5045
765,18137,0500000US18137,"Ripley County, Indiana",28523,1686,6755,5085
766,18139,0500000US18139,"Rush County, Indiana",16663,972,3789,3056
767,18141,0500000US18141,"St. Joseph County, Indiana",270771,17363,64005,42783
768,18143,0500000US18143,"Scott County, Indiana",23878,1411,5405,3975
769,18145,0500000US18145,"Shelby County, Indiana",44593,2567,10170,7644
770,18147,0500000US18147,"Spencer County, Indiana",20327,1057,4440,3932
771,18149,0500000US18149,"Starke County, Indiana",22935,1346,5229,4266
772,18151,0500000US18151,"Steuben County, Indiana",34586,1976,7119,6983
773,18153,0500000US18153,"Sullivan County, Indiana",20690,1043,3979,3718
774,18155,0500000US18155,"Switzerland County, Indiana",10717,674,2645,1855
775,18157,0500000US18157,"Tippecanoe County, Indiana",193048,11461,39983,22471
776,18159,0500000US18159,"Tipton County, Indiana",15128,813,3135,3156
777,18161,0500000US18161,"Union County, Indiana",7037,374,1424,1363
778,18163,0500000US18163,"Vanderburgh County, Indiana",180974,10921,39047,30573
779,18165,0500000US18165,"Vermillion County, Indiana",15479,845,3379,3102
780,18167,0500000US18167,"Vigo County, Indiana",107386,6190,21965,17517
781,18169,0500000US18169,"Wabash County, Indiana",31280,1661,6512,6526
782,18171,0500000US18171,"Warren County, Indiana",8263,442,1855,1671
783,18173,0500000US18173,"Warrick County, Indiana",62567,3416,14921,10947
784,18175,0500000US18175,"Washington County, Indiana",27943,1671,6384,4766
785,18177,0500000US18177,"Wayne County, Indiana",65936,3711,14475,12631
786,18179,0500000US18179,"Wells County, Indiana",28206,1839,6982,5164
787,18181,0500000US18181,"White County, Indiana",24133,1460,5647,4854
788,18183,0500000US18183,"Whitley County, Indiana",34074,2074,7899,6124
789,19001,0500000US19001,"Adair County, Iowa",7063,384,1528,1603
790,19003,0500000US19003,"Adams County, Iowa",3645,212,768,841
791,19005,0500000US19005,"Allamakee County, Iowa",13832,958,3252,3143
792,19007,0500000US19007,"Appanoose County, Iowa",12437,709,2774,2823
793,19009,0500000US19009,"Audubon County, Iowa",5506,333,1125,1362
794,19011,0500000US19011,"Benton County, Iowa",25642,1554,5988,4767
795,19013,0500000US19013,"Black Hawk County, Iowa",132408,8367,28810,21719
796,19015,0500000US19015,"Boone County, Iowa",26346,1388,5607,4854
797,19017,0500000US19017,"Bremer County, Iowa",24947,1423,5567,4886
798,19019,0500000US19019,"Buchanan County, Iowa",21199,1386,5531,3786
799,19021,0500000US19021,"Buena Vista County, Iowa",19874,1482,5060,3198
800,19023,0500000US19023,"Butler County, Iowa",14539,737,3271,3247
801,19025,0500000US19025,"Calhoun County, Iowa",9699,556,2083,2225
802,19027,0500000US19027,"Carroll County, Iowa",20154,1327,4939,4095
803,19029,0500000US19029,"Cass County, Iowa",12930,691,2887,2997
804,19031,0500000US19031,"Cedar County, Iowa",18627,979,4117,3670
805,19033,0500000US19033,"Cerro Gordo County, Iowa",42647,2344,8819,9286
806,19035,0500000US19035,"Cherokee County, Iowa",11321,655,2468,2721
807,19037,0500000US19037,"Chickasaw County, Iowa",11964,720,2815,2485
808,19039,0500000US19039,"Clarke County, Iowa",9423,665,2430,1743
809,19041,0500000US19041,"Clay County, Iowa",16134,983,3652,3344
810,19043,0500000US19043,"Clayton County, Iowa",17556,964,3705,4173
811,19045,0500000US19045,"Clinton County, Iowa",46518,2773,10602,9160
812,19047,0500000US19047,"Crawford County, Iowa",17158,1195,4323,3006
813,19049,0500000US19049,"Dallas County, Iowa",90180,6945,25041,10813
814,19051,0500000US19051,"Davis County, Iowa",9017,809,2647,1613
815,19053,0500000US19053,"Decatur County, Iowa",7890,508,1727,1584
816,19055,0500000US19055,"Delaware County, Iowa",17069,1075,4031,3292
817,19057,0500000US19057,"Des Moines County, Iowa",39138,2309,8806,8150
818,19059,0500000US19059,"Dickinson County, Iowa",17153,826,3288,4485
819,19061,0500000US19061,"Dubuque County, Iowa",96854,6079,22037,17409
820,19063,0500000US19063,"Emmet County, Iowa",9253,507,1911,1979
821,19065,0500000US19065,"Fayette County, Iowa",19660,1076,4092,4227
822,19067,0500000US19067,"Floyd County, Iowa",15761,979,3640,3437
823,19069,0500000US19069,"Franklin County, Iowa",10124,634,2349,2125
824,19071,0500000US19071,"Fremont County, Iowa",6993,422,1567,1584
825,19073,0500000US19073,"Greene County, Iowa",8981,565,2078,1983
826,19075,0500000US19075,"Grundy County, Iowa",12304,681,2818,2569
827,19077,0500000US19077,"Guthrie County, Iowa",10720,586,2401,2407
828,19079,0500000US19079,"Hamilton County, Iowa",14952,957,3389,3065
829,19081,0500000US19081,"Hancock County, Iowa",10712,606,2325,2407
830,19083,0500000US19083,"Hardin County, Iowa",16868,844,3367,3716
831,19085,0500000US19085,"Harrison County, Iowa",14134,874,3278,2785
832,19087,0500000US19087,"Henry County, Iowa",20067,1144,4334,3806
833,19089,0500000US19089,"Howard County, Iowa",9187,594,2278,1918
834,19091,0500000US19091,"Humboldt County, Iowa",9547,579,2235,2055
835,19093,0500000US19093,"Ida County, Iowa",6841,411,1656,1519
836,19095,0500000US19095,"Iowa County, Iowa",16141,955,3758,3061
837,19097,0500000US19097,"Jackson County, Iowa",19432,1133,4331,4061
838,19099,0500000US19099,"Jasper County, Iowa",37147,2093,8346,7109
839,19101,0500000US19101,"Jefferson County, Iowa",18381,799,2858,4119
840,19103,0500000US19103,"Johnson County, Iowa",151260,8834,30183,17736
841,19105,0500000US19105,"Jones County, Iowa",20744,1073,4439,4273
842,19107,0500000US19107,"Keokuk County, Iowa",10225,600,2346,2192
843,19109,0500000US19109,"Kossuth County, Iowa",14908,849,3268,3538
844,19111,0500000US19111,"Lee County, Iowa",34055,2049,7297,6917
845,19113,0500000US19113,"Linn County, Iowa",225909,14337,52510,35702
846,19115,0500000US19115,"Louisa County, Iowa",11169,683,2526,2065
847,19117,0500000US19117,"Lucas County, Iowa",8645,566,2008,1882
848,19119,0500000US19119,"Lyon County, Iowa",11811,901,3347,2140
849,19121,0500000US19121,"Madison County, Iowa",16249,926,4047,2760
850,19123,0500000US19123,"Mahaska County, Iowa",22000,1444,5266,4027
851,19125,0500000US19125,"Marion County, Iowa",33407,1954,7892,5957
852,19127,0500000US19127,"Marshall County, Iowa",39981,2628,10109,7272
853,19129,0500000US19129,"Mills County, Iowa",15063,856,3553,2774
854,19131,0500000US19131,"Mitchell County, Iowa",10569,605,2496,2236
855,19133,0500000US19133,"Monona County, Iowa",8679,498,1916,2136
856,19135,0500000US19135,"Monroe County, Iowa",7790,437,1848,1555
857,19137,0500000US19137,"Montgomery County, Iowa",10003,619,2274,2144
858,19139,0500000US19139,"Muscatine County, Iowa",42929,2797,10691,7145
859,19141,0500000US19141,"O'Brien County, Iowa",13840,883,3292,2859
860,19143,0500000US19143,"Osceola County, Iowa",6040,349,1441,1299
861,19145,0500000US19145,"Page County, Iowa",15249,794,2949,3404
862,19147,0500000US19147,"Palo Alto County, Iowa",8929,556,2037,1958
863,19149,0500000US19149,"Plymouth County, Iowa",25095,1632,6272,4611
864,19151,0500000US19151,"Pocahontas County, Iowa",6740,392,1544,1552
865,19153,0500000US19153,"Polk County, Iowa",487204,34762,121315,63631
866,19155,0500000US19155,"Pottawattamie County, Iowa",93533,5858,22030,16335
867,19157,0500000US19157,"Poweshiek County, Iowa",18699,926,3643,3887
868,19159,0500000US19159,"Ringgold County, Iowa",4968,303,1167,1219
869,19161,0500000US19161,"Sac County, Iowa",9719,591,2176,2283
870,19163,0500000US19163,"Scott County, Iowa",173283,11016,41080,28142
871,19165,0500000US19165,"Shelby County, Iowa",11578,596,2603,2618
872,19167,0500000US19167,"Sioux County, Iowa",34909,2462,9433,5536
873,19169,0500000US19169,"Story County, Iowa",98105,4468,16245,11812
874,19171,0500000US19171,"Tama County, Iowa",16904,1097,4075,3335
875,19173,0500000US19173,"Taylor County, Iowa",6191,406,1455,1369
876,19175,0500000US19175,"Union County, Iowa",12359,673,2744,2544
877,19177,0500000US19177,"Van Buren County, Iowa",7020,406,1601,1576
878,19179,0500000US19179,"Wapello County, Iowa",35205,2284,7931,6337
879,19181,0500000US19181,"Warren County, Iowa",51056,3136,12657,8025
880,19183,0500000US19183,"Washington County, Iowa",22141,1530,5493,4272
881,19185,0500000US19185,"Wayne County, Iowa",6401,446,1625,1416
882,19187,0500000US19187,"Webster County, Iowa",36277,2162,7884,6654
883,19189,0500000US19189,"Winnebago County, Iowa",10518,582,2319,2263
884,19191,0500000US19191,"Winneshiek County, Iowa",20029,911,3709,4144
885,19193,0500000US19193,"Woodbury County, Iowa",102539,7352,26742,15471
886,19195,0500000US19195,"Worth County, Iowa",7453,402,1540,1531
887,19197,0500000US19197,"Wright County, Iowa",12690,812,3040,2884
888,20001,0500000US20001,"Allen County, Kansas",12444,701,2790,2577
889,20003,0500000US20003,"Anderson County, Kansas",7878,517,1997,1676
890,20005,0500000US20005,"Atchison County, Kansas",16193,969,3781,2779
891,20007,0500000US20007,"Barber County, Kansas",4472,273,1024,1027
892,20009,0500000US20009,"Barton County, Kansas",26111,1633,6207,5018
893,20011,0500000US20011,"Bourbon County, Kansas",14653,1036,3764,2889
894,20013,0500000US20013,"Brown County, Kansas",9598,609,2424,1968
895,20015,0500000US20015,"Butler County, Kansas",66765,4017,16996,10129
896,20017,0500000US20017,"Chase County, Kansas",2629,135,525,661
897,20019,0500000US20019,"Chautauqua County, Kansas",3309,165,658,885
898,20021,0500000US20021,"Cherokee County, Kansas",20015,1155,4610,3863
899,20023,0500000US20023,"Cheyenne County, Kansas",2660,180,567,717
900,20025,0500000US20025,"Clark County, Kansas",2005,107,483,440
901,20027,0500000US20027,"Clay County, Kansas",7997,520,1883,1838
902,20029,0500000US20029,"Cloud County, Kansas",8729,488,1952,1885
903,20031,0500000US20031,"Coffey County, Kansas",8233,467,1796,1766
904,20033,0500000US20033,"Comanche County, Kansas",1748,85,415,447
905,20035,0500000US20035,"Cowley County, Kansas",35218,2154,8319,6420
906,20037,0500000US20037,"Crawford County, Kansas",39019,2437,8490,6055
907,20039,0500000US20039,"Decatur County, Kansas",2871,163,558,808
908,20041,0500000US20041,"Dickinson County, Kansas",18717,1112,4439,3698
909,20043,0500000US20043,"Doniphan County, Kansas",7682,405,1626,1502
910,20045,0500000US20045,"Douglas County, Kansas",121436,6030,22089,14954
911,20047,0500000US20047,"Edwards County, Kansas",2849,171,665,606
912,20049,0500000US20049,"Elk County, Kansas",2508,146,543,729
913,20051,0500000US20051,"Ellis County, Kansas",28710,1708,6198,4416
914,20053,0500000US20053,"Ellsworth County, Kansas",6196,285,1137,1297
915,20055,0500000US20055,"Finney County, Kansas",36611,3193,11038,4034
916,20057,0500000US20057,"Ford County, Kansas",33888,3011,10213,3792
917,20059,0500000US20059,"Franklin County, Kansas",25631,1529,6090,4262
918,20061,0500000US20061,"Geary County, Kansas",32594,3883,10029,2818
919,20063,0500000US20063,"Gove County, Kansas",2612,167,626,635
920,20065,0500000US20065,"Graham County, Kansas",2492,101,484,684
921,20067,0500000US20067,"Grant County, Kansas",7336,571,2257,1003
922,20069,0500000US20069,"Gray County, Kansas",6033,460,1749,910
923,20071,0500000US20071,"Greeley County, Kansas",1227,72,319,254
924,20073,0500000US20073,"Greenwood County, Kansas",6055,337,1317,1509
925,20075,0500000US20075,"Hamilton County, Kansas",2607,198,749,365
926,20077,0500000US20077,"Harper County, Kansas",5506,348,1372,1267
927,20079,0500000US20079,"Harvey County, Kansas",34210,2010,8242,6682
928,20081,0500000US20081,"Haskell County, Kansas",3997,280,1125,591
929,20083,0500000US20083,"Hodgeman County, Kansas",1818,117,413,436
930,20085,0500000US20085,"Jackson County, Kansas",13280,854,3308,2530
931,20087,0500000US20087,"Jefferson County, Kansas",18975,1041,4328,3538
932,20089,0500000US20089,"Jewell County, Kansas",2841,156,539,856
933,20091,0500000US20091,"Johnson County, Kansas",597555,38056,145643,86723
934,20093,0500000US20093,"Kearny County, Kansas",3943,315,1142,612
935,20095,0500000US20095,"Kingman County, Kansas",7310,415,1604,1585
936,20097,0500000US20097,"Kiowa County, Kansas",2516,169,574,552
937,20099,0500000US20099,"Labette County, Kansas",19964,1343,4792,3812
938,20101,0500000US20101,"Lane County, Kansas",1560,89,345,367
939,20103,0500000US20103,"Leavenworth County, Kansas",81352,5308,19284,11779
940,20105,0500000US20105,"Lincoln County, Kansas",3023,162,679,739
941,20107,0500000US20107,"Linn County, Kansas",9750,525,2189,2180
942,20109,0500000US20109,"Logan County, Kansas",2844,210,685,592
943,20111,0500000US20111,"Lyon County, Kansas",33406,2010,7439,5075
944,20113,0500000US20113,"McPherson County, Kansas",28537,1601,6538,5660
945,20115,0500000US20115,"Marion County, Kansas",11950,610,2532,2783
946,20117,0500000US20117,"Marshall County, Kansas",9722,628,2317,2112
947,20119,0500000US20119,"Meade County, Kansas",4146,275,1061,799
948,20121,0500000US20121,"Miami County, Kansas",33680,1961,8257,5631
949,20123,0500000US20123,"Mitchell County, Kansas",6150,424,1433,1450
950,20125,0500000US20125,"Montgomery County, Kansas",32120,1982,7635,6389
951,20127,0500000US20127,"Morris County, Kansas",5521,296,1132,1365
952,20129,0500000US20129,"Morton County, Kansas",2667,136,647,541
953,20131,0500000US20131,"Nemaha County, Kansas",10155,738,2639,2048
954,20133,0500000US20133,"Neosho County, Kansas",15951,1049,3929,3164
955,20135,0500000US20135,"Ness County, Kansas",2840,165,619,735
956,20137,0500000US20137,"Norton County, Kansas",5430,290,1040,1112
957,20139,0500000US20139,"Osage County, Kansas",15941,915,3724,3163
958,20141,0500000US20141,"Osborne County, Kansas",3475,192,710,868
959,20143,0500000US20143,"Ottawa County, Kansas",5802,287,1312,1183
960,20145,0500000US20145,"Pawnee County, Kansas",6562,269,1079,1377
961,20147,0500000US20147,"Phillips County, Kansas",5317,304,1199,1271
962,20149,0500000US20149,"Pottawatomie County, Kansas",24277,1889,7073,3463
963,20151,0500000US20151,"Pratt County, Kansas",9378,653,2313,1895
964,20153,0500000US20153,"Rawlins County, Kansas",2508,157,526,700
965,20155,0500000US20155,"Reno County, Kansas",62342,3457,13969,12320
966,20157,0500000US20157,"Republic County, Kansas",4664,256,968,1294
967,20159,0500000US20159,"Rice County, Kansas",9531,561,2166,1843
968,20161,0500000US20161,"Riley County, Kansas",73703,4133,12281,7009
969,20163,0500000US20163,"Rooks County, Kansas",5013,318,1117,1113
970,20165,0500000US20165,"Rush County, Kansas",3093,167,646,768
971,20167,0500000US20167,"Russell County, Kansas",6907,412,1494,1689
972,20169,0500000US20169,"Saline County, Kansas",54401,3302,12589,9756
973,20171,0500000US20171,"Scott County, Kansas",4897,319,1319,948
974,20173,0500000US20173,"Sedgwick County, Kansas",513607,35500,131919,74487
975,20175,0500000US20175,"Seward County, Kansas",21780,2000,6909,2130
976,20177,0500000US20177,"Shawnee County, Kansas",177499,11020,41950,32296
977,20179,0500000US20179,"Sheridan County, Kansas",2533,171,637,584
978,20181,0500000US20181,"Sherman County, Kansas",5899,399,1403,1137
979,20183,0500000US20183,"Smith County, Kansas",3603,206,734,997
980,20185,0500000US20185,"Stafford County, Kansas",4178,269,979,927
981,20187,0500000US20187,"Stanton County, Kansas",1987,138,519,350
982,20189,0500000US20189,"Stevens County, Kansas",5559,343,1607,884
983,20191,0500000US20191,"Sumner County, Kansas",22996,1349,5667,4303
984,20193,0500000US20193,"Thomas County, Kansas",7711,561,1802,1362
985,20195,0500000US20195,"Trego County, Kansas",2793,135,500,740
986,20197,0500000US20197,"Wabaunsee County, Kansas",6899,398,1612,1381
987,20199,0500000US20199,"Wallace County, Kansas",1503,119,378,350
988,20201,0500000US20201,"Washington County, Kansas",5420,359,1211,1298
989,20203,0500000US20203,"Wichita County, Kansas",2105,117,549,426
990,20205,0500000US20205,"Wilson County, Kansas",8665,544,2088,1854
991,20207,0500000US20207,"Woodson County, Kansas",3183,168,672,773
992,20209,0500000US20209,"Wyandotte County, Kansas",165324,13195,46051,20281
993,21001,0500000US21001,"Adair County, Kentucky",19215,1059,3906,3571
994,21003,0500000US21003,"Allen County, Kentucky",21122,1253,4858,3725
995,21005,0500000US21005,"Anderson County, Kentucky",22663,1384,5335,3572
996,21007,0500000US21007,"Ballard County, Kentucky",7979,396,1691,1670
997,21009,0500000US21009,"Barren County, Kentucky",44176,2905,10386,7818
998,21011,0500000US21011,"Bath County, Kentucky",12383,828,3111,2080
999,21013,0500000US21013,"Bell County, Kentucky",26569,1565,5646,5105
1000,21015,0500000US21015,"Boone County, Kentucky",131533,8606,34210,17804
1001,21017,0500000US21017,"Bourbon County, Kentucky",20184,1226,4634,3815
1002,21019,0500000US21019,"Boyd County, Kentucky",47240,2631,10048,9221
1003,21021,0500000US21021,"Boyle County, Kentucky",30100,1605,6015,5757
1004,21023,0500000US21023,"Bracken County, Kentucky",8239,491,1924,1370
1005,21025,0500000US21025,"Breathitt County, Kentucky",12726,747,2597,2193
1006,21027,0500000US21027,"Breckinridge County, Kentucky",20388,1270,4654,3941
1007,21029,0500000US21029,"Bullitt County, Kentucky",81069,4328,17795,12652
1008,21031,0500000US21031,"Butler County, Kentucky",12772,798,2876,2400
1009,21033,0500000US21033,"Caldwell County, Kentucky",12715,738,2845,2652
1010,21035,0500000US21035,"Calloway County, Kentucky",39135,2022,7089,6614
1011,21037,0500000US21037,"Campbell County, Kentucky",93152,5431,19395,14549
1012,21039,0500000US21039,"Carlisle County, Kentucky",4771,321,1086,1023
1013,21041,0500000US21041,"Carroll County, Kentucky",10737,789,2798,1635
1014,21043,0500000US21043,"Carter County, Kentucky",27004,1724,6077,5065
1015,21045,0500000US21045,"Casey County, Kentucky",15888,1036,3645,3197
1016,21047,0500000US21047,"Christian County, Kentucky",71671,6882,19263,8791
1017,21049,0500000US21049,"Clark County, Kentucky",36249,2202,8087,6480
1018,21051,0500000US21051,"Clay County, Kentucky",20105,1184,4242,3065
1019,21053,0500000US21053,"Clinton County, Kentucky",10206,612,2293,1990
1020,21055,0500000US21055,"Crittenden County, Kentucky",8915,471,1966,1852
1021,21057,0500000US21057,"Cumberland County, Kentucky",6659,404,1441,1456
1022,21059,0500000US21059,"Daviess County, Kentucky",101104,6827,24735,17128
1023,21061,0500000US21061,"Edmonson County, Kentucky",12274,584,2253,2546
1024,21063,0500000US21063,"Elliott County, Kentucky",7508,344,1370,1483
1025,21065,0500000US21065,"Estill County, Kentucky",14198,765,3045,2702
1026,21067,0500000US21067,"Fayette County, Kentucky",323780,19525,67639,43214
1027,21069,0500000US21069,"Fleming County, Kentucky",14432,907,3475,2583
1028,21071,0500000US21071,"Floyd County, Kentucky",35845,2092,7829,6588
1029,21073,0500000US21073,"Franklin County, Kentucky",50815,2842,10589,9148
1030,21075,0500000US21075,"Fulton County, Kentucky",6120,402,1342,1237
1031,21077,0500000US21077,"Gallatin County, Kentucky",8832,565,2139,1233
1032,21079,0500000US21079,"Garrard County, Kentucky",17560,974,3841,3189
1033,21081,0500000US21081,"Grant County, Kentucky",25121,1884,6661,3452
1034,21083,0500000US21083,"Graves County, Kentucky",37317,2516,8941,6901
1035,21085,0500000US21085,"Grayson County, Kentucky",26321,1598,6154,4677
1036,21087,0500000US21087,"Green County, Kentucky",11049,609,2310,2280
1037,21089,0500000US21089,"Greenup County, Kentucky",35268,1876,7535,7388
1038,21091,0500000US21091,"Hancock County, Kentucky",8758,601,2238,1486
1039,21093,0500000US21093,"Hardin County, Kentucky",110356,7362,27155,15397
1040,21095,0500000US21095,"Harlan County, Kentucky",26409,1735,6055,4945
1041,21097,0500000US21097,"Harrison County, Kentucky",18778,1164,4228,3298
1042,21099,0500000US21099,"Hart County, Kentucky",18906,1324,4633,3132
1043,21101,0500000US21101,"Henderson County, Kentucky",45591,2758,10568,8012
1044,21103,0500000US21103,"Henry County, Kentucky",16106,949,3804,2830
1045,21105,0500000US21105,"Hickman County, Kentucky",4421,205,842,1129
1046,21107,0500000US21107,"Hopkins County, Kentucky",45068,2650,10188,8314
1047,21109,0500000US21109,"Jackson County, Kentucky",13442,860,3052,2317
1048,21111,0500000US21111,"Jefferson County, Kentucky",770517,48326,170791,124503
1049,21113,0500000US21113,"Jessamine County, Kentucky",53920,3481,12999,8087
1050,21115,0500000US21115,"Johnson County, Kentucky",22386,1203,4881,4117
1051,21117,0500000US21117,"Kenton County, Kentucky",166051,11218,39533,23979
1052,21119,0500000US21119,"Knott County, Kentucky",15126,841,3046,2794
1053,21121,0500000US21121,"Knox County, Kentucky",31304,1962,7316,5406
1054,21123,0500000US21123,"Larue County, Kentucky",14307,804,3183,2524
1055,21125,0500000US21125,"Laurel County, Kentucky",60669,3739,14052,9921
1056,21127,0500000US21127,"Lawrence County, Kentucky",15571,974,3692,2699
1057,21129,0500000US21129,"Lee County, Kentucky",7033,406,1351,1236
1058,21131,0500000US21131,"Leslie County, Kentucky",10143,599,2192,1818
1059,21133,0500000US21133,"Letcher County, Kentucky",21899,1318,4739,4277
1060,21135,0500000US21135,"Lewis County, Kentucky",13257,737,2853,2469
1061,21137,0500000US21137,"Lincoln County, Kentucky",24644,1658,5877,4491
1062,21139,0500000US21139,"Livingston County, Kentucky",9242,508,1883,2006
1063,21141,0500000US21141,"Logan County, Kentucky",26989,1739,6305,5024
1064,21143,0500000US21143,"Lyon County, Kentucky",8009,290,1164,2080
1065,21145,0500000US21145,"McCracken County, Kentucky",65346,3973,14650,12940
1066,21147,0500000US21147,"McCreary County, Kentucky",17408,1036,3783,2793
1067,21149,0500000US21149,"McLean County, Kentucky",9252,530,2205,1800
1068,21151,0500000US21151,"Madison County, Kentucky",92368,5218,19144,12737
1069,21153,0500000US21153,"Magoffin County, Kentucky",12362,729,2760,2123
1070,21155,0500000US21155,"Marion County, Kentucky",19404,1219,4692,3186
1071,21157,0500000US21157,"Marshall County, Kentucky",31191,1687,6423,6809
1072,21159,0500000US21159,"Martin County, Kentucky",11323,533,2220,1881
1073,21161,0500000US21161,"Mason County, Kentucky",17150,1054,4007,3147
1074,21163,0500000US21163,"Meade County, Kentucky",28715,1519,6425,4026
1075,21165,0500000US21165,"Menifee County, Kentucky",6451,338,1193,1353
1076,21167,0500000US21167,"Mercer County, Kentucky",21774,1284,4787,4089
1077,21169,0500000US21169,"Metcalfe County, Kentucky",10030,625,2363,1874
1078,21171,0500000US21171,"Monroe County, Kentucky",10718,675,2420,2016
1079,21173,0500000US21173,"Montgomery County, Kentucky",28203,1869,6690,4471
1080,21175,0500000US21175,"Morgan County, Kentucky",13345,654,2438,2235
1081,21177,0500000US21177,"Muhlenberg County, Kentucky",30774,1729,6357,5885
1082,21179,0500000US21179,"Nelson County, Kentucky",45851,2844,10814,7175
1083,21181,0500000US21181,"Nicholas County, Kentucky",7166,463,1708,1185
1084,21183,0500000US21183,"Ohio County, Kentucky",24087,1464,5886,4287
1085,21185,0500000US21185,"Oldham County, Kentucky",66470,3370,16937,8777
1086,21187,0500000US21187,"Owen County, Kentucky",10880,551,2404,2013
1087,21189,0500000US21189,"Owsley County, Kentucky",4472,299,1009,877
1088,21191,0500000US21191,"Pendleton County, Kentucky",14529,862,3268,2337
1089,21193,0500000US21193,"Perry County, Kentucky",26092,1754,5984,4429
1090,21195,0500000US21195,"Pike County, Kentucky",58402,3071,12021,10962
1091,21197,0500000US21197,"Powell County, Kentucky",12442,837,3000,1975
1092,21199,0500000US21199,"Pulaski County, Kentucky",64623,3698,14373,12130
1093,21201,0500000US21201,"Robertson County, Kentucky",2135,108,440,460
1094,21203,0500000US21203,"Rockcastle County, Kentucky",16750,897,3600,3041
1095,21205,0500000US21205,"Rowan County, Kentucky",24583,1339,4762,3449
1096,21207,0500000US21207,"Russell County, Kentucky",17821,1082,4039,3597
1097,21209,0500000US21209,"Scott County, Kentucky",56031,3672,14108,6747
1098,21211,0500000US21211,"Shelby County, Kentucky",48518,3006,11172,7484
1099,21213,0500000US21213,"Simpson County, Kentucky",18529,1206,4466,3056
1100,21215,0500000US21215,"Spencer County, Kentucky",18794,1032,4262,2627
1101,21217,0500000US21217,"Taylor County, Kentucky",25549,1624,5665,4599
1102,21219,0500000US21219,"Todd County, Kentucky",12311,861,3290,1982
1103,21221,0500000US21221,"Trigg County, Kentucky",14643,793,3206,3259
1104,21223,0500000US21223,"Trimble County, Kentucky",8515,485,1889,1489
1105,21225,0500000US21225,"Union County, Kentucky",14505,744,2695,2405
1106,21227,0500000US21227,"Warren County, Kentucky",131264,8460,30099,16896
1107,21229,0500000US21229,"Washington County, Kentucky",12084,799,2878,2176
1108,21231,0500000US21231,"Wayne County, Kentucky",20468,1118,4175,4306
1109,21233,0500000US21233,"Webster County, Kentucky",13111,872,3083,2283
1110,21235,0500000US21235,"Whitley County, Kentucky",36242,2824,9150,5779
1111,21237,0500000US21237,"Wolfe County, Kentucky",7177,442,1650,1388
1112,21239,0500000US21239,"Woodford County, Kentucky",26533,1534,5848,4988
1113,22001,0500000US22001,"Acadia Parish, Louisiana",62190,4373,16074,9491
1114,22003,0500000US22003,"Allen Parish, Louisiana",25605,1518,5644,3844
1115,22005,0500000US22005,"Ascension Parish, Louisiana",124672,8851,33371,14734
1116,22007,0500000US22007,"Assumption Parish, Louisiana",22300,1249,4792,4020
1117,22009,0500000US22009,"Avoyelles Parish, Louisiana",40462,2691,9545,6850
1118,22011,0500000US22011,"Beauregard Parish, Louisiana",37253,2517,9168,5871
1119,22013,0500000US22013,"Bienville Parish, Louisiana",13308,780,2976,2785
1120,22015,0500000US22015,"Bossier Parish, Louisiana",127185,8802,31589,18240
1121,22017,0500000US22017,"Caddo Parish, Louisiana",242922,16147,57537,41606
1122,22019,0500000US22019,"Calcasieu Parish, Louisiana",203112,14511,50566,30057
1123,22021,0500000US22021,"Caldwell Parish, Louisiana",9960,621,2305,1769
1124,22023,0500000US22023,"Cameron Parish, Louisiana",6968,359,1541,1149
1125,22025,0500000US22025,"Catahoula Parish, Louisiana",9608,549,2053,1679
1126,22027,0500000US22027,"Claiborne Parish, Louisiana",15944,852,2884,3046
1127,22029,0500000US22029,"Concordia Parish, Louisiana",19572,1242,4690,3379
1128,22031,0500000US22031,"De Soto Parish, Louisiana",27436,1687,6571,4898
1129,22033,0500000US22033,"East Baton Rouge Parish, Louisiana",440956,28827,99927,62528
1130,22035,0500000US22035,"East Carroll Parish, Louisiana",7037,529,1734,1039
1131,22037,0500000US22037,"East Feliciana Parish, Louisiana",19305,943,3528,3421
1132,22039,0500000US22039,"Evangeline Parish, Louisiana",33443,2350,8377,5127
1133,22041,0500000US22041,"Franklin Parish, Louisiana",20156,1446,5154,3605
